Name                                                                                                                                                              Stmts   Miss  Cover
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\_api\v2\compat\v2\experimental\numpy\__init__.py                                 232    232     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\_api\v2\compat\v2\experimental\numpy\random\__init__.py                           12     12     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\_api\v2\compat\v2\experimental\tensorrt\__init__.py                                6      6     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\_api\v2\compat\v2\feature_column\__init__.py                                      21     21     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\_api\v2\compat\v2\graph_util\__init__.py                                           5      5     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\_api\v2\compat\v2\image\__init__.py                                               75     75     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\_api\v2\compat\v2\io\__init__.py                                                  44     44     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\_api\v2\compat\v2\io\gfile\__init__.py                                            17     17     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\_api\v2\compat\v2\linalg\__init__.py                                              72     72     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\_api\v2\compat\v2\linalg\experimental\__init__.py                                  5      5     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\_api\v2\compat\v2\lite\__init__.py                                                11     11     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\_api\v2\compat\v2\lite\experimental\__init__.py                                    6      6     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\_api\v2\compat\v2\lite\experimental\microfrontend\__init__.py                      0      0   100%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\_api\v2\compat\v2\lite\experimental\microfrontend\python\__init__.py               0      0   100%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\_api\v2\compat\v2\lite\experimental\microfrontend\python\ops\__init__.py           0      0   100%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\_api\v2\compat\v2\lookup\__init__.py                                              10     10     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\_api\v2\compat\v2\lookup\experimental\__init__.py                                  6      6     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\_api\v2\compat\v2\math\__init__.py                                               134    134     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\_api\v2\compat\v2\math\special\__init__.py                                        21     21     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\_api\v2\compat\v2\mixed_precision\__init__.py                                      5      5     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\_api\v2\compat\v2\mixed_precision\experimental\__init__.py                         7      7     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\_api\v2\compat\v2\mlir\__init__.py                                                 5      5     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\_api\v2\compat\v2\mlir\experimental\__init__.py                                    6      6     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\_api\v2\compat\v2\nest\__init__.py                                                 9      9     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\_api\v2\compat\v2\nn\__init__.py                                                  91     91     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\_api\v2\compat\v2\profiler\__init__.py                                             5      5     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\_api\v2\compat\v2\profiler\experimental\__init__.py                               11     11     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\_api\v2\compat\v2\profiler\experimental\client\__init__.py                         6      6     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\_api\v2\compat\v2\profiler\experimental\server\__init__.py                         5      5     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\_api\v2\compat\v2\quantization\__init__.py                                        15     15     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\_api\v2\compat\v2\queue\__init__.py                                                9      9     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\_api\v2\compat\v2\ragged\__init__.py                                              14     14     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\_api\v2\compat\v2\random\__init__.py                                              31     31     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\_api\v2\compat\v2\random\experimental\__init__.py                                 11     11     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\_api\v2\compat\v2\raw_ops\__init__.py                                           1351   1351     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\_api\v2\compat\v2\saved_model\__init__.py                                         35     35     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\_api\v2\compat\v2\saved_model\experimental\__init__.py                             5      5     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\_api\v2\compat\v2\sets\__init__.py                                                 8      8     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\_api\v2\compat\v2\signal\__init__.py                                              34     34     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\_api\v2\compat\v2\sparse\__init__.py                                              34     34     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\_api\v2\compat\v2\strings\__init__.py                                             30     30     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\_api\v2\compat\v2\summary\__init__.py                                             16     16     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\_api\v2\compat\v2\summary\experimental\__init__.py                                 8      8     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\_api\v2\compat\v2\sysconfig\__init__.py                                           11     11     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\_api\v2\compat\v2\test\__init__.py                                                18     18     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\_api\v2\compat\v2\tpu\__init__.py                                                  6      6     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\_api\v2\compat\v2\tpu\experimental\__init__.py                                    10     10     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\_api\v2\compat\v2\tpu\experimental\embedding\__init__.py                          12     12     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\_api\v2\compat\v2\train\__init__.py                                               29     29     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\_api\v2\compat\v2\train\experimental\__init__.py                                  10     10     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\_api\v2\compat\v2\types\__init__.py                                                5      5     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\_api\v2\compat\v2\types\experimental\__init__.py                                   5      5     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\_api\v2\compat\v2\version\__init__.py                                             10     10     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\_api\v2\compat\v2\xla\__init__.py                                                  5      5     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\_api\v2\compat\v2\xla\experimental\__init__.py                                     6      6     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\_api\v2\config\__init__.py                                                        24     24     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\_api\v2\config\experimental\__init__.py                                           27     27     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\_api\v2\config\optimizer\__init__.py                                               8      8     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\_api\v2\config\threading\__init__.py                                               8      8     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\_api\v2\data\__init__.py                                                          16     16     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\_api\v2\data\experimental\__init__.py                                             61     61     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\_api\v2\data\experimental\service\__init__.py                                     11     11     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\_api\v2\debugging\__init__.py                                                     33     33     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\_api\v2\debugging\experimental\__init__.py                                         6      6     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\_api\v2\distribute\__init__.py                                                    31     31     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\_api\v2\distribute\cluster_resolver\__init__.py                                   12     12     0%
C:\Users\MY-PC\AppData\Local\Programs\Python\Python39\Lib\site-packages\tensorflow\_api\v2\distribute\experimental\__init__.py                                       15     15     0%
